"Sample";"Time point";"Duration";"Model";"Regression";"Dependent variable";"Level";"Independent variable";"Estimate";"95% CI low";"95% CI up";"SE";"z score";"p value";"Model_Variant"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"pc6";0,75;0,49;1,16;0,22;-1,28;"0.20";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb02";1,51;0;9080681000;11,49;0,04;"0.97";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb03";78,17;0;3399857;5,45;0,8;"0.42";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb04";138,22;0;5373157;5,39;0,91;"0.36";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb05";0,1;0;1,006326e+26;31,71;-0,07;"0.94";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb06";198,42;0,01;7701415;5,39;0,98;"0.33";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb07";0,32;0;2,192638e+19;23,3;-0,05;"0.96";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb08";374,89;0,01;13774170;5,36;1,11;"0.27";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb09";330,56;0,01;12154370;5,36;1,08;"0.28";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb10";0,15;0;2,315979e+19;23,71;-0,08;"0.94";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb11";0,25;0;2,424891e+28;34,05;-0,04;"0.97";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb12";292,35;0,01;10765110;5,36;1,06;"0.29";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb15";118,7;0;5164546;5,45;0,88;"0.38";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb16";14,66;0;658783,7;5,47;0,49;"0.62";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb17";93,85;0;4076184;5,45;0,83;"0.40";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb18";0,32;0,15;0,71;0,4;-2,83;"0.005";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb19";0,16;0;4,617414e+28;34,62;-0,05;"0.96";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb20";0,23;0;1,378514e+23;27,94;-0,05;"0.96";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb21";620,99;0,02;22810810;5,36;1,2;"0.23";"Without Study Status"
"Full sample";"t1";"cross-sectional";"Multinom_anxiety_No_Control";"Multinomial";"gender";"Trans man";"batchb24";839,14;0,02;30832940;5,36;1,26;"0.21";"Without Study Status"
