"phenotype";"term";"estimate";"std.error";"statistic";"p.value"
"anxiety";"genderTrans woman";4,3810597584169e-08;8,52314645591204e-08;0,514019063391548;0,607241546340485
"anxiety";"pc1";1,09685367224755e-09;2,46779858149123e-09;0,444466448953363;0,656707822880935
"anxiety";"pc2";1,27918021753907e-08;4,26326747345425e-09;3,00046906628316;0,00269732782271077
"anxiety";"pc3";1,48902900947013e-09;3,8961047624995e-09;0,382184027442541;0,70232693054534
"anxiety";"pc4";1,36210439924538e-08;3,57124515327652e-09;3,81408819832961;0,000136895056218762
"anxiety";"pc5";1,7413016081977e-07;2,03203797881772e-08;8,56923751597803;1,07894936625084e-17
"anxiety";"pc6";3,73607441432066e-09;5,75206331047169e-09;0,649519000863413;0,516006756769907
"anxiety";"batchb02";1,27318630192799e-08;1,91215331783902e-08;0,66583902558967;0,505517896979148
"anxiety";"batchb03";1,41264104070098e-08;1,56219025187482e-08;0,904269527354711;0,365858031756437
"anxiety";"batchb04";-1,01346914142981e-08;1,31815406958637e-08;-0,768854843916561;0,441984096938165
"anxiety";"batchb05";1,54837509542798e-08;1,7566593999029e-08;0,88143159425986;0,378089642318702
"anxiety";"batchb06";-9,02554706076469e-09;1,49306299858373e-08;-0,604498743142522;0,54551558673121
"anxiety";"batchb07";-4,4934529933903e-09;2,01590190782764e-08;-0,222900379028486;0,823614197280162
"anxiety";"batchb08";1,49199543996021e-08;1,05292974435695e-08;1,41699429421229;0,156492505363714
"anxiety";"batchb09";1,1509347554495e-08;1,05223256469033e-08;1,09380263838177;0,274048236187397
"anxiety";"batchb10";-5,57984712448302e-10;1,55959898474428e-08;-0,0357774477866689;0,971459996922028
"anxiety";"batchb11";8,69260617347619e-09;2,80923654701364e-08;0,309429484772896;0,75699648143243
"anxiety";"batchb12";2,97846473313475e-08;1,09234280705818e-08;2,72667583279662;0,00640041605715431
"anxiety";"batchb15";2,00793229931021e-08;1,8094940829078e-08;1,1096650264164;0,267150173924858
"anxiety";"batchb16";2,37392598804468e-08;1,09966045271387e-08;2,15878090567505;0,030873188854965
"anxiety";"batchb17";1,22825128941239e-08;1,68779435227743e-08;0,727725678045459;0,466785854262279
"anxiety";"batchb18";1,67005755941371e-07;1,03010473163884e-07;1,62125025555095;0,104971983434325
"anxiety";"batchb19";-2,39794240494593e-08;2,22875405016143e-08;-1,07591163088285;0,281973370140837
"anxiety";"batchb20";-1,82490445391574e-08;2,10606399102728e-08;-0,866500002702006;0,386221303350481
"anxiety";"batchb21";2,77523953145355e-08;1,20996401318271e-08;2,2936546056056;0,0218155862113593
"anxiety";"batchb24";1,785846430887e-08;1,32448746797732e-08;1,34833018360999;0,177559961736721
"an";"(Intercept)";1,59056699960907e-06;9,52101786413023e-09;167,058503860329;0
"an";"genderCis man";4,30962255402744e-09;5,29587364718969e-09;0,813769897307574;0,415781702742333
"an";"genderNon-binary";-4,75206885200724e-09;2,47075920852698e-08;-0,192332333948492;0,847482883934866
"an";"genderTrans man";-8,2561808897401e-09;4,34963604183693e-08;-0,189813143222286;0,849456534494669
"an";"genderSelf-define";5,87252375269245e-09;4,0268063290742e-08;0,145835763450849;0,884051788875942
"an";"genderTrans woman";4,71322442877366e-08;8,36681243987602e-08;0,563323782222074;0,573217633494786
"an";"pc1";3,62319008655222e-08;2,4225335065558e-09;14,9562021608668;1,95258537190579e-50
"an";"pc2";2,26840136330031e-08;4,18506938909557e-09;5,4202240211614;5,98732577278252e-08
"an";"pc3";8,04067708839077e-09;3,82464128271897e-09;2,10233496268559;0,0355302751095332
"an";"pc4";-5,3135852892764e-09;3,50574034235384e-09;-1,51568135982049;0,129607968329713
"an";"pc5";1,75369736906326e-07;1,99476575081959e-08;8,79149528380823;1,53427797231284e-18
"an";"pc6";-1,37280716055978e-08;5,64655730251195e-09;-2,43122860003399;0,0150521469618283
"an";"batchb02";3,23009051254702e-08;1,87708004894699e-08;1,72080594770534;0,0852938966494843
"an";"batchb03";3,54197508492848e-08;1,53353610670071e-08;2,30967831109552;0,0209111159721271
"an";"batchb04";-4,62781013390868e-09;1,29397610661007e-08;-0,357642626495826;0,720612690487756
"an";"batchb05";-1,42702804829553e-08;1,72443824540147e-08;-0,827532126535095;0,407940534464916
"an";"batchb06";-6,52085553668192e-09;1,46567680547174e-08;-0,444904054723246;0,656391537161309
"an";"batchb07";-1,08206603292216e-08;1,97892565230798e-08;-0,546794687137524;0,584522891235967
"an";"batchb08";3,70887540574003e-08;1,03361660262103e-08;3,58825061085042;0,000333307821275416
"an";"batchb09";2,87068750249392e-08;1,03293221082538e-08;2,77916350406002;0,00545249089778512
"an";"batchb10";2,52230959338992e-08;1,53099236934092e-08;1,64749978112285;0,0994633381963579
"an";"batchb11";1,52905337383185e-08;2,7577087182169e-08;0,5544651484514;0,57926369908314
"an";"batchb12";3,33337264862535e-08;1,07230673953325e-08;3,10859992363405;0,00188109946307723
"an";"batchb15";2,50872515970547e-08;1,77630381937805e-08;1,41232886645701;0,157861051627536
"an";"batchb16";3,66037184296039e-08;1,07949016281705e-08;3,3908339038572;0,000697487238832793
"an";"batchb17";3,70244000526604e-09;1,65683634038601e-08;0,223464437314518;0,823175217186521
"an";"batchb18";6,98343473766733e-09;1,0112102528841e-07;0,069060165457675;0,94494207923723
"an";"batchb19";5,52795025926093e-08;2,18787359911901e-08;2,52663145690266;0,0115201109308285
"an";"batchb20";2,18590154392837e-08;2,06743395651488e-08;1,05730175178761;0,290380378753507
"an";"batchb21";2,90563145850876e-08;1,1877705034949e-08;2,4462902976284;0,014437815602069
"an";"batchb24";3,95845019340915e-08;1,30019333597697e-08;3,04450890792695;0,00233214314536447
"bipolar";"(Intercept)";1,05647183426607e-06;1,59970688806225e-08;66,0415881277974;0
"bipolar";"genderCis man";-1,47977370385233e-08;8,89804606252632e-09;-1,66303219094845;0,0963139484233891
"bipolar";"genderNon-binary";6,74930392662557e-09;4,15133190697453e-08;0,162581650368313;0,87084866969564
"bipolar";"genderTrans man";9,87035264009531e-08;7,30819208196705e-08;1,35058746806209;0,176835377050478
"bipolar";"genderSelf-define";7,4431678422548e-09;6,76577852645496e-08;0,110011993640513;0,91240042359905
"bipolar";"genderTrans woman";-2,78616682335162e-07;1,4057790545294e-07;-1,98193792571786;0,0474931282293586
"bipolar";"pc1";3,11584088513719e-08;4,07030381866941e-09;7,65505727323264;1,97625532467542e-14
"bipolar";"pc2";2,89161394335087e-08;7,03168970407791e-09;4,11226044527239;3,92598154669259e-05
"bipolar";"pc3";3,44710105560506e-08;6,42610390154087e-09;5,36421618514215;8,17591335033939e-08
"bipolar";"pc4";1,02837001779299e-08;5,89029140944002e-09;1,74587290561699;0,0808408357352387
"bipolar";"pc5";5,2192538097466e-07;3,35157496519229e-08;15,5725408619859;1,62745430434896e-54
"bipolar";"pc6";-3,64400413116689e-08;9,48725938714717e-09;-3,84094497943589;0,000122753464679022
"bipolar";"batchb02";3,8864852184356e-08;3,1538412453331e-08;1,23230210911428;0,217843608449718
"bipolar";"batchb03";-2,72186440932217e-08;2,57662395763752e-08;-1,05636850936441;0,290806366591246
"bipolar";"batchb04";-2,93198678432886e-08;2,17411890227683e-08;-1,34858621635567;0,177477664642828
"bipolar";"batchb05";-1,29142085436767e-08;2,89737481703456e-08;-0,445721018480251;0,65580122994028
"bipolar";"batchb06";-9,67954740313487e-08;2,46260779555884e-08;-3,93060860953633;8,48758374332483e-05
"bipolar";"batchb07";-3,57768906423466e-09;3,32496067346612e-08;-0,107600943758083;0,914312796401252
"bipolar";"batchb08";8,45274177632793e-08;1,7366668379625e-08;4,8672212721266;1,13615629400725e-06
"bipolar";"batchb09";5,91470361860038e-08;1,73551693331443e-08;3,40803567229084;0,000654977966262093
"bipolar";"batchb10";-1,62936581105248e-09;2,57235000895479e-08;-0,0633415283837883;0,949494868704614
"bipolar";"batchb11";9,90931286907695e-08;4,63346009298122e-08;2,13864210983226;0,0324707970309397
"bipolar";"batchb12";8,62656194027977e-08;1,80167341541231e-08;4,78808304906114;1,68992807009759e-06
"bipolar";"batchb15";4,05915390497742e-08;2,98451856272189e-08;1,36006991401503;0,173815585220751
"bipolar";"batchb16";9,14094556048574e-08;1,81374289356155e-08;5,03982432842847;4,68019163387978e-07
"bipolar";"batchb17";-3,91863343104718e-08;2,78379112814475e-08;-1,40766072261274;0,159239449572239
"bipolar";"batchb18";7,52272944583332e-08;1,69902003115886e-07;0,442768731849633;0,657935453684754
"bipolar";"batchb19";2,27546624229337e-09;3,67603182418768e-08;0,0619000691811528;0,950642726498675
"bipolar";"batchb20";6,19686484519979e-08;3,47367097514922e-08;1,78395273747353;0,074439041737423
"bipolar";"batchb21";1,01821822756892e-07;1,99567386911055e-08;5,10212737326026;3,37413497275076e-07
"bipolar";"batchb24";4,63278193255126e-08;2,18456499615548e-08;2,12068853099097;0,0339542538398789
"ptsd";"(Intercept)";4,68731482028854e-07;4,67212956931386e-09;100,32501776223;0
"ptsd";"genderCis man";-9,95539168906001e-10;2,59877759032493e-09;-0,383079788209781;0,701662672738883
"ptsd";"genderNon-binary";3,56867600347308e-09;1,21244464841344e-08;0,294337230828882;0,768501777044168
"ptsd";"genderTrans man";1,54200228920241e-08;2,13444228934614e-08;0,722438033063327;0,470029500058294
"ptsd";"genderSelf-define";9,71105983010662e-09;1,97602411721621e-08;0,491444398147699;0,623114907473618
"ptsd";"genderTrans woman";4,39325118707683e-08;4,10574083139995e-08;1,07002642579825;0,284613971389823
"ptsd";"pc1";7,95364429890452e-09;1,18877945511206e-09;6,6905970360623;2,2523145924692e-11
"ptsd";"pc2";6,74052194841084e-09;2,05368656182119e-09;3,28215710893751;0,00103105819832166
"ptsd";"pc3";3,75551463849813e-09;1,87681820200452e-09;2,00100075462135;0,0453991579277832
"ptsd";"pc4";1,36871711785429e-09;1,72032794703134e-09;0,795614068943192;0,426261181468313
"ptsd";"pc5";7,91153386086048e-08;9,78866354549177e-09;8,08234323724834;6,5330179563472e-16
"ptsd";"pc6";-5,98498621699961e-09;2,77086417800784e-09;-2,15997098107588;0,0307809297443936
"ptsd";"batchb02";1,27034748111566e-08;9,21115927499155e-09;1,37913963182102;0,167859537681113
"ptsd";"batchb03";-8,37354505056108e-09;7,52532921581841e-09;-1,1127147810304;0,265837736516882
"ptsd";"batchb04";-4,98073617011189e-10;6,34976650180963e-09;-0,0784396744146799;0,937478713590266
"ptsd";"batchb05";-8,87787655582769e-09;8,46211931515154e-09;-1,04913157392283;0,294124003561367
"ptsd";"batchb06";-1,61836997804188e-08;7,19233178597503e-09;-2,25013253865414;0,024446028728235
"ptsd";"batchb07";6,22189462052347e-09;9,71093341863658e-09;0,640710254338972;0,52171467822078
"ptsd";"batchb08";3,14021164755503e-08;5,07213699349633e-09;6,19110180103874;6,03335169794431e-10
"ptsd";"batchb09";2,60291238180539e-08;5,0687785635563e-09;5,13518661185934;2,83203900489857e-07
"ptsd";"batchb10";-3,86728646138903e-09;7,51284665281432e-09;-0,514756475155837;0,606726092158137
"ptsd";"batchb11";1,17619624172356e-08;1,35325577893061e-08;0,869160331724605;0,38476473754802
"ptsd";"batchb12";4,11048103344305e-08;5,26199624519402e-09;7,81163809684833;5,78425854042193e-15
"ptsd";"batchb15";2,47243623154775e-08;8,71663273510671e-09;2,8364579610999;0,00456402505079166
"ptsd";"batchb16";4,67512638347949e-08;5,29724655646544e-09;8,82557822001576;1,1327649700081e-18
"ptsd";"batchb17";1,30204571897793e-09;8,13038497343307e-09;0,160145641717153;0,872767169485055
"ptsd";"batchb18";5,7573445529566e-09;4,96218512633233e-08;0,116024380517459;0,907633810945486
"ptsd";"batchb19";1,45316118541939e-08;1,07362774466329e-08;1,35350561928253;0,175901923483349
"ptsd";"batchb20";2,50308589631045e-08;1,01452591085114e-08;2,46724688796807;0,0136198653554223
"ptsd";"batchb21";4,07053475937022e-08;5,8285970787266e-09;6,98372988283406;2,91992936744628e-12
"ptsd";"batchb24";3,75978454307816e-08;6,38027553096895e-09;5,89282472963543;3,82730962005306e-09
"scz";"(Intercept)";9,79889082270836e-07;1,77803663356003e-08;55,1107364030446;0
"scz";"genderCis man";-1,95505115821176e-08;9,88996920894721e-09;-1,97680206773857;0,0480709714568749
"scz";"genderNon-binary";3,11392502878987e-08;4,61410791173646e-08;0,674870438307104;0,499762044989037
"scz";"genderTrans man";8,68708000161696e-09;8,12288385066023e-08;0,106945761644873;0,91483255349931
"scz";"genderSelf-define";3,58947507529414e-08;7,52000392344539e-08;0,477323564167713;0,633134382336326
"scz";"genderTrans woman";-1,96033891234593e-07;1,56249040139621e-07;-1,25462461119391;0,209622509810696
"scz";"pc1";4,41077050401635e-08;4,52404709470244e-09;9,74961226460544;1,96321955870568e-22
"scz";"pc2";8,63764746748084e-09;7,81555795188332e-09;1,10518628620743;0,269085628997556
"scz";"pc3";2,9069556484966e-08;7,14246355583493e-09;4,06996217169607;4,71124183967501e-05
"scz";"pc4";-1,23593361129837e-08;6,54692055556165e-09;-1,88780908643902;0,0590589292594464
"scz";"pc5";1,65688437945423e-07;3,72519685493953e-08;4,44777670543031;8,70008302162532e-06
"scz";"pc6";-4,73463736866548e-08;1,05448659803342e-08;-4,48999292878202;7,1427408900832e-06
"scz";"batchb02";1,72578943108516e-08;3,50542046951331e-08;0,492320235502237;0,622495721373229
"scz";"batchb03";1,85012831149254e-08;2,86385701141625e-08;0,64602677581923;0,518265778868381
"scz";"batchb04";-3,30188470410368e-08;2,41648209607078e-08;-1,36640147654004;0,171820786141426
"scz";"batchb05";-1,87120642350424e-08;3,22036405811942e-08;-0,581054312411174;0,561207174127127
"scz";"batchb06";-6,10208179724542e-08;2,73713072517804e-08;-2,22937170706324;0,0257947997001781
"scz";"batchb07";-6,15323344273198e-09;3,69561569477917e-08;-0,166500901363329;0,867763628578718
"scz";"batchb08";9,37309810960298e-08;1,93026440107823e-08;4,85586228724276;1,2032300927656e-06
"scz";"batchb09";6,72326186206761e-08;1,92898630906986e-08;3,48538599286872;0,000491962038657337
"scz";"batchb10";2,82952173867177e-08;2,85910661783818e-08;0,989652404362318;0,32235012593202
"scz";"batchb11";5,80407853591973e-08;5,14998206667627e-08;1,12700946542628;0,259745345086481
"scz";"batchb12";1,05309701114807e-07;2,00251768509586e-08;5,25886497275885;1,45702743087203e-07
"scz";"batchb15";8,06298815359245e-08;3,31722228469455e-08;2,43064451568246;0,0150764273300553
"scz";"batchb16";1,03840793014184e-07;2,01593262658135e-08;5,15100513008109;2,60340324473839e-07
"scz";"batchb17";6,00182561361641e-08;3,09411845567309e-08;1,93975301837976;0,0524168428240616
"scz";"batchb18";4,84745886303936e-08;1,88842085953137e-07;0,256693778750269;0,79741651528663
"scz";"batchb19";5,92930184824926e-08;4,08582303315298e-08;1,45118909951264;0,146735175760578
"scz";"batchb20";1,2369873451911e-07;3,86090370232198e-08;3,20388033622068;0,00135696727778474
"scz";"batchb21";1,08519297537462e-07;2,21814463286788e-08;4,89234542822194;1,00034116984164e-06
"scz";"batchb24";8,12352927972066e-08;2,42809268406815e-08;3,34564217133182;0,000821689384919513
"adhd";"(Intercept)";3,98782992141865e-07;5,42009091064884e-09;73,5749637258624;0
"adhd";"genderCis man";-9,60674584808358e-09;3,01481596071974e-09;-3,18651153942748;0,00144112072933907
"adhd";"genderNon-binary";3,53006439382541e-08;1,40654494295105e-08;2,50974162718117;0,0120859307495033
"adhd";"genderTrans man";2,81190107250486e-08;2,47614520962193e-08;1,1355961926539;0,256132513169101
"adhd";"genderSelf-define";-1,10125085169536e-09;2,29236586829491e-08;-0,0480399253420436;0,961684667080337
"adhd";"genderTrans woman";1,36575861386267e-07;4,76302898530675e-08;2,86741612968521;0,00414058016307709
"adhd";"pc1";1,2244198956734e-08;1,37909118825341e-09;8,87845492816249;7,05892289768865e-19
"adhd";"pc2";8,71776190914064e-09;2,38246129562785e-09;3,65914104255921;0,00025339217639194
"adhd";"pc3";7,12986825421681e-10;2,17727807559902e-09;0,327467048610923;0,743316402117637
"adhd";"pc4";5,97904510073428e-09;1,9957352917353e-09;2,99591089334071;0,00273796622582978
"adhd";"pc5";5,54971754343008e-08;1,1355730940936e-08;4,88715131795174;1,02707067683e-06
"adhd";"pc6";1,66881561399226e-09;3,21445189459254e-09;0,519160239044049;0,603651920758465
"adhd";"batchb02";-3,36508391603599e-09;1,06857739971138e-08;-0,314912510497125;0,752829750769407
"adhd";"batchb03";1,28403081922064e-09;8,73005936097948e-09;0,147081567962737;0,883068391101975
"adhd";"batchb04";7,58511044097998e-09;7,36630078224803e-09;1,02970414393874;0,303155232920597
"adhd";"batchb05";-3,95640987576928e-09;9,81682021109155e-09;-0,403023564728131;0,686933076667203
"adhd";"batchb06";-2,71412755818909e-09;8,34375236414065e-09;-0,325288603944399;0,744964382894164
"adhd";"batchb07";1,83469147733544e-08;1,12655569960997e-08;1,62858478987824;0,10340894419978
"adhd";"batchb08";1,92297467027981e-08;5,88413553352128e-09;3,26806658229546;0,00108377614396777
"adhd";"batchb09";2,26104627059831e-08;5,88023945244692e-09;3,84516019948377;0,000120663097591563
"adhd";"batchb10";5,80509707448296e-09;8,71557846414724e-09;0,666059871798876;0,505376733286689
"adhd";"batchb11";3,19360413182766e-09;1,56989853092665e-08;0,203427423423513;0,838802018035321
"adhd";"batchb12";2,66194535447652e-08;6,10438935764208e-09;4,36070702328977;1,29971450513286e-05
"adhd";"batchb15";1,70508771657822e-08;1,01120786909072e-08;1,68618912955201;0,0917672972545871
"adhd";"batchb16";3,75082132218426e-08;6,14528289213963e-09;6,10357796055556;1,04686013197375e-09
"adhd";"batchb17";1,21554119934942e-08;9,43197851018761e-09;1,28874466585827;0,197494438339695
"adhd";"batchb18";4,16573772359669e-08;5,75658146915231e-08;0,723647836119329;0,469286263268623
"adhd";"batchb19";1,80744768891437e-08;1,24550483755623e-08;1,45117677138911;0,146738607684031
"adhd";"batchb20";9,30177670451425e-09;1,17694138966903e-08;0,790334742763193;0,429337060314463
"adhd";"batchb21";3,36441652227858e-08;6,7616973329958e-09;4,97569819616277;6,52863965441622e-07
"adhd";"batchb24";3,14048015476743e-08;7,40169400265981e-09;4,24292081466607;2,21133046103706e-05
"cud";"(Intercept)";5,20298686750383e-07;5,92976562715242e-09;87,7435499925888;0
"cud";"genderCis man";-7,98729443919762e-09;3,2983122148271e-09;-2,42163079750057;0,0154555254217185
"cud";"genderNon-binary";2,29429302145741e-08;1,53880848001455e-08;1,49095423586158;0,135981518894626
"cud";"genderTrans man";-6,5180267575095e-09;2,70898791070214e-08;-0,240607450914024;0,809860627146561
"cud";"genderSelf-define";-1,77874188336425e-09;2,50792699878263e-08;-0,0709247870543147;0,943457975931095
"cud";"genderTrans woman";-7,69197530810818e-09;5,21091731186877e-08;-0,147612691734493;0,882649193876923
"cud";"pc1";2,22310162344633e-08;1,50877312938556e-09;14,7344990452718;5,22907147045248e-49
"cud";"pc2";4,63449848362505e-09;2,60649449090953e-09;1,77805803917424;0,0754020361166578
"cud";"pc3";2,30837356579662e-09;2,38201700050343e-09;0,969083581397091;0,332509439648456
"cud";"pc4";1,14274049775791e-09;2,18340295927072e-09;0,52337590407022;0,600715633536201
"cud";"pc5";9,50434683705837e-08;1,24235596994244e-08;7,65026052677856;2,05127852276059e-14
"cud";"pc6";2,46180337278429e-09;3,51672078363867e-09;0,700028101246388;0,483913889818082
"cud";"batchb02";-8,79272464137844e-09;1,16906037910015e-08;-0,752118949420418;0,451984023851765
"cud";"batchb03";-4,91245498548908e-09;9,55098480359978e-09;-0,514340153031923;0,607017079186949
"cud";"batchb04";1,44437087688693e-09;8,0589860756803e-09;0,179224888009874;0,857762044222117
"cud";"batchb05";-4,0486751331724e-11;1,07399385020089e-08;-0,00376973772467608;0,996992210687145
"cud";"batchb06";-1,09396050528842e-08;9,12835168006991e-09;-1,19842063893845;0,230760512502774
"cud";"batchb07";2,64416965703646e-09;1,23249063064519e-08;0,214538722752989;0,830128084145764
"cud";"batchb08";1,95768818076274e-08;6,43744638371827e-09;3,0410943471532;0,00235874859568167
"cud";"batchb09";3,95858042224836e-09;6,43318393719916e-09;0,615337671189272;0,538335299586837
"cud";"batchb10";-2,08850878647673e-09;9,53514220507113e-09;-0,219032788558307;0,826625641233365
"cud";"batchb11";-2,1327662918667e-08;1,71752291617772e-08;-1,24176875416201;0,214329288763589
"cud";"batchb12";1,95760033649234e-08;6,67841163265061e-09;2,93123641394261;0,00337809743166875
"cud";"batchb15";8,44955112214623e-09;1,10629614205537e-08;0,763769374305867;0,445009265589144
"cud";"batchb16";2,61275228610953e-08;6,72315056401428e-09;3,88620225180484;0,000101991300461822
"cud";"batchb17";2,45071398058114e-08;1,03189084625622e-08;2,37497404834292;0,0175549439745207
"cud";"batchb18";1,78602027685713e-08;6,29789785603349e-08;0,283589908519411;0,776726162169052
"cud";"batchb19";2,71366225227657e-09;1,36262507325894e-08;0,199149590414214;0,842146758521617
"cud";"batchb20";3,15952555185674e-08;1,28761430623254e-08;2,45378257803089;0,0141405411760021
"cud";"batchb21";2,25492210514499e-08;7,39752913509838e-09;3,04820983326212;0,00230361699404341
"cud";"batchb24";2,01784759890299e-08;8,0977074745077e-09;2,49187514522517;0,0127111494090332
"smkinit";"(Intercept)";1,35389933158772e-08;4,6309590223355e-09;2,92358305279263;0,00346224856599012
"smkinit";"genderCis man";-9,15170524035792e-09;2,57587730614371e-09;-3,55284982655433;0,000381527141505045
"smkinit";"genderNon-binary";1,12717620303469e-08;1,20176065332819e-08;0,937937350430845;0,34828235849631
"smkinit";"genderTrans man";3,72234612742384e-08;2,11563370211789e-08;1,75944735787557;0,07850931705445
"smkinit";"genderSelf-define";2,74994196795398e-08;1,95861150214609e-08;1,40402625275141;0,160318917049171
"smkinit";"genderTrans woman";1,00207382194226e-07;4,06956127060816e-08;2,46236327532307;0,0138067278366149
"smkinit";"pc1";3,12457752864568e-10;1,17830399639939e-09;0,265175840716286;0,790875392958979
"smkinit";"pc2";2,35949770305683e-09;2,03558958959088e-09;1,1591225044195;0,246413281261943
"smkinit";"pc3";2,55258546058673e-09;1,86027978396428e-09;1,37215137346014;0,170024134056613
"smkinit";"pc4";3,73368011658057e-09;1,70516851245002e-09;2,18962530056102;0,0285572681715442
"smkinit";"pc5";1,23131326309665e-09;9,70240638451706e-09;0,12690802820438;0,899013840273724
"smkinit";"pc6";1,44738911767811e-09;2,74644747634773e-09;0,527004113547756;0,598193700006244
"smkinit";"batchb02";-1,42367890970419e-08;9,12999104966088e-09;-1,55934316031676;0,118923216125507
"smkinit";"batchb03";-6,66166738682369e-09;7,45901643159206e-09;-0,893102656083278;0,371807657487519
"smkinit";"batchb04";-1,47936588862805e-08;6,29381271110542e-09;-2,35050827937367;0,0187526948738653
"smkinit";"batchb05";-2,55805709362435e-08;8,3875515884581e-09;-3,04982576458239;0,00229126218160048
"smkinit";"batchb06";-1,74751579801729e-08;7,12895335665593e-09;-2,45129363398868;0,0142386913903127
"smkinit";"batchb07";-7,59375868847314e-09;9,6253612112343e-09;-0,788932334259834;0,430156304881387
"smkinit";"batchb08";1,11017358253742e-08;5,02744160325224e-09;2,20822770336953;0,027234143022758
"smkinit";"batchb09";1,08790291742893e-08;5,02411276761083e-09;2,1653632546673;0,0303658610293713
"smkinit";"batchb10";1,941030217688e-09;7,44664386424176e-09;0,260658392300548;0,794357317885801
"smkinit";"batchb11";-5,54896362463120e-09;1,34133096396269e-08;-0,413690861816677;0,67910277280699
"smkinit";"batchb12";2,57368153593761e-08;5,21562782574017e-09;4,93455749130714;8,06599953775807e-07
"smkinit";"batchb15";2,20237860832244e-08;8,63982225025398e-09;2,54910175757111;0,0108038356634462
"smkinit";"batchb16";3,11289439859512e-08;5,25056751322116e-09;5,92868178679108;3,07914693156034e-09
"smkinit";"batchb17";1,65617694058206e-08;8,05874047138429e-09;2,05513125340488;0,0398729088089136
"smkinit";"batchb18";-1,10314309785084e-07;4,91845862585153e-08;-2,24286342890574;0,0249111607623888
"smkinit";"batchb19";1,8911966955904e-08;1,06416699644491e-08;1,77716157511778;0,0755493750380362
"smkinit";"batchb20";1,58569633260465e-08;1,0055859647187e-08;1,57688789247195;0,114829354178652
